logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg21789545 0.00974684737729354 0.627230525309651 6.07947914143869 6.43459762801985e-09 5.88555267505999e-07 7.87521669910462 4.01589264665834e-07 0.000112500395441746 0.00911011377104842
cg02377024 0.0125359014813103 0.610637250075689 6.07928340581944 6.44117955659354e-09 5.89035772891769e-07 7.87421468990046 4.01905837591593e-07 0.000112558000626412 0.00911293643905731
cg11979294 -0.0074889346823738 0.0945148114796435 -6.07885963950968 6.45545200662619e-09 5.90097526499313e-07 7.87204542132841 4.02702009900525e-07 2.66195688280474e-05 0.00263760001967911
cg19114820 -0.0105304399828844 0.141602580369634 -6.07792018141321 6.48720358662098e-09 5.92877718511589e-07 7.86723668005438 4.0458793146772e-07 2.66894639319672e-05 0.002643871638087
cg24642483 -0.0137978330492757 0.153475026137189 -6.07776795024284 6.49236305153323e-09 5.93226962076019e-07 7.86645751183073 4.04814885587351e-07 2.67008063856757e-05 0.00264434133470499
cg01536803 0.00976575791335387 0.668351785190116 6.07691633294764 6.5213005984669e-09 5.95748289702352e-07 7.86209890310511 4.06524008487356e-07 0.00011325685639854 0.00916211057855733
cg13528479 -0.0122368730411434 0.294130165876707 -6.07555405224815 6.56785331479856e-09 5.99877466891105e-07 7.85512755846176 4.09330166384905e-07 2.68662827749421e-05 0.00266007183635029
cg25690209 -0.0109896245784873 0.849093786142148 -6.07450405719544 6.60395655076237e-09 6.02802409950193e-07 7.84975502744177 4.11483917355927e-07 2.6945107188023e-05 0.00266704160292302
cg26585701 -0.011017498511576 0.0893422327178035 -6.07443909211595 6.60619670176935e-09 6.02882762074069e-07 7.84942263991856 4.11527189515962e-07 2.69499914703776e-05 0.00266704160292302
cg12152352 -0.0133784058253252 0.596690582013405 -6.07303428202711 6.65482050880923e-09 6.07195191194999e-07 7.84223565330842 4.14459194432455e-07 2.70558173870377e-05 0.00267619218292422
cg12224388 0.00905603591876227 0.65009269350344 6.072297069002 6.68047736864449e-09 6.09285372879981e-07 7.83846453256223 4.15959791457302e-07 0.000114632547402871 0.00926030939933008
cg16420866 0.0135668770834333 0.364347232249047 6.07170704933401 6.70108135886886e-09 6.11038834184212e-07 7.8354465839881 4.17145143510344e-07 0.000114809404546758 0.00927085736748595
cg23340249 0.00707961490957605 0.532734320976827 6.07083439041939 6.7316695886619e-09 6.13701801105602e-07 7.83098330020314 4.18951319246115e-07 0.000115071457801166 0.00928827364641229
cg01673068 0.0105563427997254 0.82549126859209 6.07014140502176 6.75605739706829e-09 6.15579959269764e-07 7.82743928005937 4.20370852334506e-07 0.000115279961319165 0.00930135523753592
cg18815398 -0.00888961107417139 0.621609190190944 -6.06833061616716 6.820192899224e-09 6.21261138345545e-07 7.8181799551272 4.24262298475473e-07 2.7413056693835e-05 0.00271018969482621
cg20740903 -0.01102684270423 0.149085714934116 -6.06818593902852 6.82534282021628e-09 6.21602534223567e-07 7.81744024069681 4.24483480139176e-07 2.7424116139424e-05 0.0027106141289548
cg14988722 0.00765750091563738 0.592429705698641 6.06809179266292 6.82869609696967e-09 6.21780198197315e-07 7.81695888960896 4.24592847228252e-07 0.000115898746912289 0.00934563499844127
cg26826004 -0.0130436459313932 0.225947024872328 -6.06793051953961 6.83444402678878e-09 6.22175787212442e-07 7.81613434489592 4.24851022583585e-07 2.74436514180719e-05 0.00271187590286172
cg05274741 0.0113410614963847 0.469598537181034 6.0677454171149 6.84104710094024e-09 6.2264904615583e-07 7.81518798585378 4.25162223522387e-07 0.000116003630346439 0.00935220991051513
cg07124229 0.011438608754695 0.622240864493733 6.06739441097967 6.85358555739571e-09 6.23662218429173e-07 7.81339347720845 4.25842069452905e-07 0.000116110007970365 0.00935701991387174
cg19764048 -0.00877278068161682 0.0589989900322696 -6.06687343794733 6.8722370173482e-09 6.25231131488854e-07 7.81073014724609 4.26901336116955e-07 2.75246422131418e-05 0.00271786785217559
cg02511723 0.0126197522305059 0.766848466623068 6.0668065509506 6.87463525287318e-09 6.25320997595261e-07 7.81038821725782 4.26950698611593e-07 0.000116288375407978 0.00936762519713289
cg12855988 -0.0137750372845606 0.295120158245627 -6.06584624011638 6.9091577960214e-09 6.28332273969994e-07 7.80547933694432 4.28994659833706e-07 2.76035627978506e-05 0.00272498903763217
cg23702610 -0.00676910379926179 0.0922629147963228 -6.06535585636083 6.92685224970752e-09 6.29683110537181e-07 7.80297281479616 4.29993043173684e-07 2.7641315878596e-05 0.00272804371121682
cg14613540 -0.0213523919308951 0.227490629288045 -6.06399939531719 6.97602892688084e-09 6.34023496617714e-07 7.79604018444005 4.32944804037029e-07 2.77460034019897e-05 0.00273770130909958
cg08155591 0.0155145786287865 0.822154906610113 6.06318903927781 7.0055703979756e-09 6.36317064408789e-07 7.7918991001404 4.34676877169005e-07 0.00011739174026866 0.00943942368493227
cg08928696 -0.0073952524127878 0.0893956255766253 -6.06254405869247 7.02917071746943e-09 6.38329906641609e-07 7.78860338584717 4.36039596530145e-07 2.78587443169666e-05 0.00274747203349447
cg05429448 -0.00813158756691382 0.0865882502092856 -6.06223147098485 7.04063655039637e-09 6.39240198551265e-07 7.78700621421301 4.36649119411184e-07 2.78830168303014e-05 0.00274918901918561
cg25597390 -0.00949123132212525 0.0836205256654698 -6.06185738732999 7.05438217360582e-09 6.40357064211866e-07 7.78509490139653 4.37399714449814e-07 2.79120911576689e-05 0.00275137848910562
cg07975573 0.00917699752408485 0.633539668883503 6.05959852687553 7.13794416665634e-09 6.47677127043339e-07 7.77355535949271 4.42477844314566e-07 0.000118496704761866 0.0095187203339022
cg09735908 -0.00951078439208809 0.0953337950439869 -6.05888564583375 7.16451658736125e-09 6.49822240767985e-07 7.76991416302116 4.44021675269636e-07 2.81440935519314e-05 0.00277356518876278
cg27474223 -0.0108270446962796 0.853314664642183 -6.05876169918821 7.1691465433772e-09 6.50109177098371e-07 7.76928110792197 4.44205217559955e-07 2.81538100371527e-05 0.00277384036466482
cg26280578 -0.0092107877578988 0.826950038311896 -6.05824257315654 7.18857008043795e-09 6.5173722629888e-07 7.76662977705349 4.45305081563354e-07 2.81945405513719e-05 0.00277717029595866
cg24044501 -0.00680405869559126 0.0879327623122475 -6.05674532473943 7.24488023412288e-09 6.56708176805664e-07 7.75898374667163 4.48688890569083e-07 2.83123308456709e-05 0.00278740193253142
cg07434579 -0.00972191899350714 0.075342560868138 -6.05564181851615 7.28665859288618e-09 6.60336294182429e-07 7.75334926762389 4.51142369747274e-07 2.83994466587496e-05 0.00279529167464642
cg15411280 0.00984984736338529 0.589162523858914 6.05560952020519 7.28788494533481e-09 6.60336294182429e-07 7.75318436362181 4.51142369747274e-07 0.000119735893834583 0.00960093640259017
cg14847626 -0.019452725474708 0.14437223367254 -6.05554943877515 7.29016674854745e-09 6.60408072463123e-07 7.75287761021096 4.51178719457504e-07 2.84067511760841e-05 0.00279532382959631
cg08900384 -0.0111713789604784 0.161078487914947 -6.05529179479961 7.29995962439024e-09 6.61160102103457e-07 7.75156219938996 4.51679794533853e-07 2.84271327409706e-05 0.00279664248002483
cg10228555 0.0107001681436461 0.436534959821594 6.05382950251415 7.35578509567935e-09 6.66080162558961e-07 7.7440971307738 4.55028209011372e-07 0.000120292823260326 0.00964173360617531
cg14625581 0.00878553758700923 0.310256087456789 6.05372961842857 7.35961356741581e-09 6.66290749071934e-07 7.74358726256161 4.55159285308985e-07 0.000120324147686457 0.0096422678559959
cg09393619 -0.0109367871703797 0.166109747121881 -6.05323059935825 7.37876981048343e-09 6.67888641347355e-07 7.74104005568069 4.56238034894403e-07 2.8590693921711e-05 0.00281135269903053
cg26829672 -0.0194295985848174 0.648476263801751 -6.05294005440156 7.38994569052122e-09 6.68763686941632e-07 7.7395570554518 4.56822962864416e-07 2.86138217983134e-05 0.00281293642662941
cg05688348 -0.0100550442043282 0.675507338063435 -6.05226448966052 7.41599561466565e-09 6.7098414853002e-07 7.736109022913 4.58326871995951e-07 2.86676672275551e-05 0.00281753838397551
cg04387396 -0.00556985929916068 0.0505233202346252 -6.05137302801262 7.45050833749025e-09 6.73969244513283e-07 7.73155946783569 4.60352983607561e-07 2.87388691710799e-05 0.00282384351208131
cg06539391 0.00923703436705938 0.455093990418474 6.05070351878215 7.4765316765928e-09 6.76185333856387e-07 7.7281429408666 4.61853733580172e-07 0.00012127683930891 0.009708949249318
cg09958402 -0.00759841065170318 0.0839405509607791 -6.04976837243701 7.51302929616442e-09 6.79209101594643e-07 7.72337128830378 4.64000673273413e-07 2.8867461848408e-05 0.00283578330317521
cg24928681 0.00603183177121596 0.105781367493925 6.04934902121605 7.52945271261025e-09 6.80555071256688e-07 7.72123168049202 4.64907132631264e-07 0.000121705587285916 0.0097374353438713
cg17082719 0.00879073929891738 0.662514165706471 6.04894501992629 7.54530823894708e-09 6.81849173516363e-07 7.71917048601642 4.65778115324995e-07 0.000121833747075098 0.00974379709783971
cg17588455 -0.00942902862739697 0.57631101912988 -6.04848723560725 7.56331409237352e-09 6.83337027988804e-07 7.71683500604426 4.66781404924171e-07 2.8970524214581e-05 0.0028452098951719
cg03002688 -0.0114994421089632 0.129863803157399 -6.04809541001046 7.57875905655304e-09 6.84592949806508e-07 7.71483612315857 4.67626216961571e-07 2.90021153606934e-05 0.00284761436187113
cg20042291 0.00857024278918177 0.62580935078727 6.04730246071243 7.61011012465906e-09 6.87144896718248e-07 7.71079119223651 4.69451851959998e-07 0.000122356131704197 0.00977289687082284
cg20913831 -0.00989876475713763 0.106121736289937 -6.04501832030453 7.70113089482959e-09 6.94938891344503e-07 7.69914152504313 4.74956688226021e-07 2.92513572583687e-05 0.00287138276537605
cg04086928 0.0113319596213142 0.755610383577234 6.04470123155797 7.71385060624376e-09 6.95945045883866e-07 7.69752453199462 4.75630982710532e-07 0.000123187759441736 0.00982853971574232
cg17979068 0.0080914092996964 0.515689935718334 6.04439823284028 7.7260243442606e-09 6.96839957245923e-07 7.69597944478618 4.76271308381316e-07 0.000123284978351111 0.00983433768859843
cg20636248 -0.00964878516009567 0.14608448767057 -6.04371467532546 7.75355717976964e-09 6.99100579050932e-07 7.69249395981507 4.77857931069237e-07 2.9357569212868e-05 0.00288110280370507
cg23668907 0.00951815463679022 0.665479721934012 6.04341475823109 7.76566778912894e-09 7.00050160424563e-07 7.69096475593982 4.78493555214302e-07 0.000123601034503525 0.00985758633801474
cg15070897 -0.00887451678593761 0.137427748507207 -6.04089094794745 7.86831589749712e-09 7.08871145423322e-07 7.67809850563959 4.84706201619154e-07 2.9588895236043e-05 0.0029030935592982
cg23642001 0.00876424183417343 0.153289112494347 6.0407588634162 7.87372448146106e-09 7.09214294811034e-07 7.67742524621416 4.84927183006254e-07 0.000124458402360389 0.00991806610431646
cg08795084 0.0112555377188147 0.728995690230942 6.04019783845605 7.89673790309174e-09 7.10998289080524e-07 7.67456570902768 4.86232058708842e-07 0.000124640232170105 0.00993058063811444
cg15759721 -0.011355185395667 0.806953454483297 -6.03991935947361 7.90818566524262e-09 7.11884436385785e-07 7.67314637212248 4.86824354202794e-07 2.96688929399646e-05 0.00290951729148558
cg00483992 0.00844700002093369 0.744437888856537 6.03833870730125 7.97347216311734e-09 7.1761573198148e-07 7.66509102998624 4.90717654437029e-07 0.000125244587633076 0.00997079981054169
cg18465945 -0.00901833904389665 0.758674346265803 -6.03829906425644 7.97511633099176e-09 7.17618028093068e-07 7.66488901894306 4.90717654437029e-07 2.98027643178983e-05 0.00292193027368227
cg22794304 -0.0084995688082546 0.129585381249262 -6.03811810559773 7.98262568664478e-09 7.18147978321524e-07 7.66396691030947 4.91066224482945e-07 2.98177512825217e-05 0.00292268433721721
cg01445659 0.00918040981347318 0.540196789999804 6.03658422532361 8.04655698286614e-09 7.23605814583741e-07 7.65615149089859 4.9488473344364e-07 0.000125817476966533 0.0100084520437959
cg11225089 -0.00900271221451302 0.713012081322869 -6.0356413734874 8.08610323272479e-09 7.26951837098545e-07 7.65134814618287 4.97145139465593e-07 3.00236008209209e-05 0.00294070277443643
cg18657988 0.0119792923856912 0.447789472836128 6.03561898831002 8.08704445004089e-09 7.26951837098545e-07 7.65123411142336 4.97145139465593e-07 0.000126133715591443 0.0100296248302631
cg18234115 -0.013515573341242 0.287321723306702 -6.03491785761097 8.11657890937518e-09 7.29458813468521e-07 7.64766255095863 4.98845568511605e-07 3.00839911262385e-05 0.0029458975174039
cg24353651 0.00827082464939899 0.521939114615273 6.03345499682307 8.17854123257802e-09 7.34878562451075e-07 7.64021164452831 5.02537771746335e-07 0.000126845446127889 0.0100802161512652
cg14540650 -0.0121002946036705 0.126536103129247 -6.03085947548715 8.28962233139605e-09 7.44708762643523e-07 7.62699468885018 5.09245721805451e-07 3.04248982794714e-05 0.00297636981068902
cg24152264 -0.00661687730337206 0.519328277674364 -6.0300006396542 8.326702597185e-09 7.47888367674472e-07 7.62262216246341 5.11405627619488e-07 3.04975140179208e-05 0.00298201715587619
cg02092975 0.0074154666654883 0.601516973599426 6.02968830005759 8.34022812947907e-09 7.48799801413428e-07 7.62103207632228 5.12118196916e-07 0.000128093410626872 0.0101693034130528
cg14044707 -0.0116068393004672 0.418738436960807 -6.02919757025973 8.36152215132441e-09 7.50407682917504e-07 7.61853393863484 5.13307339141657e-07 3.05655647951684e-05 0.00298794179453419
cg22799499 0.00815462159640361 0.502570610096484 6.02893990799238 8.37272409541931e-09 7.51260928134262e-07 7.61722232344756 5.13876531140029e-07 0.00012834274937314 0.0101850614676981
cg08091439 -0.0195467086004456 0.188177452493095 -6.02868440362128 8.38384674426382e-09 7.52106714547837e-07 7.6159217305508 5.14440595147539e-07 3.0609125828887e-05 0.00299147012757294
cg22157099 0.00986566189642242 0.655216712349994 6.02858947494962 8.38798287893701e-09 7.5232553216947e-07 7.61543852505687 5.1457579902099e-07 0.000128459660146993 0.0101903019450048
cg24649332 0.00701272883955116 0.513534218885072 6.02810036930136 8.40932539806736e-09 7.54048980033399e-07 7.61294896371957 5.15711142154187e-07 0.000128623003741558 0.0101972017364531
cg04000281 -0.00927095127358196 0.117450750406949 -6.02806463624381 8.41088672281206e-09 7.54048980033399e-07 7.6127670868487 5.15711142154187e-07 3.06618151279163e-05 0.00299542705731649
cg08446215 -0.0146037370883886 0.480732101144968 -6.028032279068 8.41230078640235e-09 7.54048980033399e-07 7.61260239343352 5.15711142154187e-07 3.06645683462658e-05 0.00299542705731649
cg07924575 0.00840295759060952 0.541039349348529 6.02775211802852 8.42455404401297e-09 7.54994671312067e-07 7.61117643879597 5.1634342993304e-07 0.000128739427299203 0.0102015680695548
cg07442105 -0.00408489424962423 0.959122186016361 -6.02733367398693 8.44288788546504e-09 7.56484802125676e-07 7.60904673972944 5.17348021695146e-07 3.07240692708867e-05 0.00299977637626465
cg19414980 -0.0158941890050447 0.498200823682442 -6.02718381105134 8.44946353129942e-09 7.56921006444402e-07 7.60828402670635 5.17631819479064e-07 3.07368476513372e-05 0.00300029276302982
cg27122614 0.00702224335024667 0.568994213559828 6.02660566076097 8.47487850899653e-09 7.59044361199099e-07 7.60534170718652 5.19069358087273e-07 0.000129123405958141 0.0102206919251616
cg12023271 0.0123705021478341 0.814853287840966 6.02490588208614 8.55003389046064e-09 7.65466301507391e-07 7.59669231434029 5.23552035032182e-07 0.000129694709167914 0.0102598314133011
cg27220495 -0.0165391529597152 0.0976470687091825 -6.0244525328828 8.57018869814795e-09 7.67115808159561e-07 7.59438570891807 5.24665524537297e-07 3.09706295882505e-05 0.00302237629671932
cg23994025 0.0063404709853669 0.716565956589272 6.02406412079798 8.58749357943057e-09 7.68509604055694e-07 7.59240959243542 5.25604070181951e-07 0.000129978517018229 0.0102802526928948
cg12068366 0.00990406811289189 0.459197352272971 6.023225776566 8.6249610144788e-09 7.71706854910405e-07 7.58814466059193 5.2777596520756e-07 0.000130261759019835 0.0102979928088434
cg18635110 -0.00968174913752905 0.178882327235456 -6.02301295943283 8.63449773861204e-09 7.7240425674571e-07 7.58706205438076 5.28238127358671e-07 3.10945333210901e-05 0.0030337288395914
cg19672694 -0.0115989698752855 0.140611476597292 -6.02288853513114 8.64007820386469e-09 7.72747539047363e-07 7.58642911682852 5.28458098218758e-07 3.11052647520974e-05 0.00303403692079911
cg18190030 -0.0090941353972748 0.0800792603027013 -6.02267233268493 8.64978335103106e-09 7.73459509966279e-07 7.58532933156408 5.28930190398005e-07 3.11239203638169e-05 0.00303511759593871
cg00618309 -0.00745499647917247 0.0858617611098949 -6.02247221556742 8.65877595942541e-09 7.74107491712761e-07 7.58431139359084 5.29358504366157e-07 3.11411975590419e-05 0.00303606335846947
cg17662034 -0.0121949124966496 0.0380474729874891 -6.02126589522644 8.7131784028647e-09 7.7865711338094e-07 7.57817567814648 5.32562136843764e-07 3.12455404674927e-05 0.00304475411775534
